Company_name,Status_on_IPO_and_M&A,Category,Country,Headquarter,Date_found,Date_joined,Date_exited,Funding_in_USD,Funding_rounds,First_funding_round_date,Last_funding_round_date,Patents_Granted,Trademarks_Registered,Valuation_at_IPO,Money_Raised_at_IPO,No._of_employees,Female_founder,Years_to_be_Unicorn,Duration_between_founded_to_reaching_a_unicorn_list_in_days,Duration_between_unicorn_listed_date_and_exit_date_in_days,Duration_between_first_funding_round_and_last_funding_round_in_days,Duration_between_founded_to_reaching_ a_unicorn_list_in_months,Duration_between_unicorn_listed_date_and_exit_date_in_months,Duration_between_first_funding_round_and_last_funding_round_in_months,Duration_between_founded_to_reaching_a_unicorn_list_in_years,Duration_between_unicorn_listed_date_and_exit_date_in_years,Duration_between_first_funding_round_and_last_funding_round_in_years,Duration_between_founded_to_reaching_a_unicorn_list_in_quarters,Duration_between_unicorn_listed_date_and_exit_date_in_quarters,Duration_between_first_funding_round_and_last_funding_round_in_quarters,Status_target_variable
ATAI Life Sciences,IPO,Health,Germany,"Munich, Bayern, Germany",01-01-2018,03-03-2021,17-06-2021,347100000,10,07-06-2018,03-03-2021,0,4,2288535000,225000000,50,No,4,1157,106,1000,38,3,32,3,0,2,10,1,20,Yes
Aledade,Private,Health,United States,"Bethesda, Maryland, United States",01-01-2014,19-01-2021,,294899959,7,18-06-2014,19-01-2021,,,,,500,No,8,2575,,2407,84,,79,7,,6,21,0,16,No
Starling Bank,Private,Fintech,United Kingdom,"London, England, United Kingdom",01-01-2014,08-03-2021,,922023935,10,11-01-2016,19-04-2021,0,12,,,1000,No,8,2623,,1925,86,,63,7,,5,22,0,11,No
Coalition,Private,Cybersecurity,United States,"San Francisco, California, United States",01-01-2017,16-03-2021,,520000000,6,01-03-2018,28-09-2021,0,7,,,250,Yes,5,1535,,1307,50,,42,4,,3,13,0,15,No
BetterUp,Private,Internet software & services,United States,"San Francisco, California, United States",01-01-2013,25-02-2021,,566900000,6,06-11-2016,08-10-2021,2,10,,,1000,No,9,2977,,1797,97,,59,8,,4,24,0,17,No
DispatchHealth,Private,Health,United States,"Denver, Colorado, United States",01-01-2013,03-03-2021,,403200000,5,12-08-2015,03-03-2021,0,2,,,1000,No,9,2983,,2030,98,,66,8,,5,25,0,3,No
Wiz,Private,Cybersecurity,Israel,"Tel Aviv, Tel Aviv, Israel",01-01-2020,17-03-2021,,600000000,4,09-12-2020,11-10-2021,,,,,250,No,2,441,,306,14,,10,1,,0,4,0,9,No
Dutchie,Private,E-commerce & direct-to-consumer,United States,"Bend, Oregon, United States",01-07-2017,16-03-2021,,603000000,5,24-09-2018,14-10-2021,0,3,,,1000,No,4,1354,,1116,44,,36,3,,3,11,0,23,No
Clari,Private,Internet software & services,United States,"Sunnyvale, California, United States",01-01-2013,03-03-2021,,496000000,7,03-04-2014,19-01-2022,9,3,,,1000,No,9,2983,,2848,98,,93,8,,7,25,0,23,No
Unite Us,Private,Health,United States,"New York, New York, United States",01-01-2013,17-03-2021,,195300000,5,21-08-2013,16-03-2021,0,5,,,,No,9,2997,,2764,98,,90,8,,7,25,0,0,No
Uplight,Private,Other,United States,"Boulder, Colorado, United States",01-01-2019,03-03-2021,,Incomplete data,1,03-03-2021,03-03-2021,14,3,,,500,No,3,792,,0,26,,0,2,,0,7,0,6,No
Yipin Shengxian/ Yipin Fresh,Private,E-commerce & direct-to-consumer,China,"Nanan, Chongqing, China",01-01-2013,11-03-2019,,658588320,3,23-08-2018,05-08-2020,0,6,,,10,No,7,2260,,713,74,,23,6,,1,19,0,10,No
ECARX,Private,Auto & transportation,China,"Hangzhou, Zhejiang, China",04-05-2016,26-10-2020,,394323889,3,07-12-2017,25-02-2021,0,2,,,5000,No,5,1636,,1176,53,,38,4,,3,13,0,0,No
Bordrin Motors,Private,Auto & transportation,China,"Nanjing, Jiangsu, China",01-01-2016,03-06-2019,,393425171,1,03-06-2019,03-06-2019,,,,,5000,No,4,1249,,0,41,,0,3,,0,10,0,6,No
Ouyeel,Private,Internet software & services,China,"Baoshan, Shanghai, China",23-03-2016,27-06-2019,,431894101,2,01-06-2017,01-07-2019,,,,,500,No,4,1191,,760,39,,25,3,,2,10,0,33,No
Kong,Private,Internet software & services,United States,"San Francisco, California, United States",01-01-2017,31-12-2020,,169101000,6,01-04-2010,08-02-2021,6,10,,,500,No,4,1460,,3966,47,,130,3,,10,12,0,31,No
Yotpo,Private,Internet software & services,United States,"New York, New York, United States",01-01-2011,18-03-2021,,436000000,11,18-04-2011,09-09-2021,0,2,,,500,No,11,3729,,3797,122,,124,10,,10,31,0,13,No
WeRide,Private,Auto & transportation,China,"Guangzhou, Guangdong, China",03-04-2017,23-12-2020,,312000000,9,09-10-2017,14-12-2021,1,5,,,1000,No,4,1360,,1527,44,,50,3,,4,11,0,20,No
Innovaccer,Private,Health,United States,"San Francisco, California, United States",01-08-2014,19-02-2021,,379100000,7,14-05-2015,15-12-2021,7,14,,,5000,No,7,2394,,2407,78,,79,6,,6,20,0,26,No
Socure,Private,Cybersecurity,United States,"New York, New York, United States",01-09-2012,16-03-2021,,646900000,14,01-02-2013,09-11-2021,12,5,,,500,No,9,3118,,3203,102,,105,8,,8,26,0,22,No
Collective Health,Private,Fintech,United States,"San Mateo, California, United States",31-10-2013,17-06-2019,,719000000,6,01-01-2014,04-05-2021,4,3,,,1000,No,6,2055,,2680,67,,88,5,,7,17,0,32,No
Dialpad,Private,Internet software & services,United States,"San Francisco, California, United States",01-04-2011,06-10-2020,,400000000,9,04-05-2011,16-12-2021,10,7,,,1000,No,10,3476,,3879,114,,127,9,,10,29,0,11,No
Axonius,Private,Cybersecurity,United States,"New York, New York, United States",01-01-2017,01-03-2021,,465000000,6,06-09-2017,09-03-2021,2,0,,,250,No,5,1520,,1280,50,,42,4,,3,13,0,6,No
BitPanda,Private,Fintech,Austria,"Vienna, Wien, Austria",01-01-2014,16-03-2021,,546013472,6,07-08-2019,17-08-2021,0,15,,,1000,No,8,2631,,741,86,,24,7,,2,22,0,18,No
Mininglamp Technology/ MiningLamp,Private,Artificial intelligence,China,"Beijing, Beijing, China",01-04-2014,27-03-2019,,786629395,5,01-04-2014,27-03-2020,,,,,500,No,5,1821,,2187,59,,71,4,,5,15,0,8,No
Modern Health,Private,Health,United States,"San Francisco, California, United States",01-01-2017,11-02-2021,,167400000,6,15-06-2018,11-02-2021,0,4,,,250,No,5,1502,,972,49,,31,4,,2,12,0,5,No
Juanpi,Private,E-commerce & direct-to-consumer,China,"Wuhan, Hubei, China",01-09-2012,14-04-2016,,135701315,3,01-07-2014,15-04-2016,,,,,5000,Yes,4,1321,,654,43,,21,3,,1,11,0,13,No
Zego,Private,Fintech,United Kingdom,"London, England, United Kingdom",18-04-2016,09-03-2021,,201738892,6,30-09-2016,10-03-2021,0,6,,,500,No,5,1786,,1622,58,,53,4,,4,15,0,11,No
Lamabang,Private,E-commerce & direct-to-consumer,China,"Shenzhen, Guangdong, China",12-05-2012,06-03-2015,,130000000,4,01-08-2013,10-02-2017,,,,,250,No,3,1028,,1289,33,,42,2,,3,8,0,16,No
Mobvoi,Private,Consumer & retail,China,"Beijing, Beijing, China",01-01-2012,06-04-2017,,252763410,6,01-01-2012,06-04-2017,8,17,,,500,No,6,1922,,1922,63,,63,5,,5,16,0,7,No
HMD Global/ HMD,Private,Mobile & telecommunications,Finland,"Helsinki, Southern Finland, Finland",01-12-2016,21-05-2018,,330000000,2,21-05-2018,11-08-2020,626,19,,,1000,Yes,2,536,,813,17,,26,1,,2,4,0,0,No
REEF Technology/ REEF,Private,"Supply chain, logistics, & delivery",United States,"Miami, Florida, United States",01-01-2013,10-12-2018,,1501900000,3,09-09-2020,03-11-2020,0,1,,,10001,No,6,2169,,55,71,,1,5,,0,18,0,12,No
Savage X Fenty,Private,E-commerce & direct-to-consumer,United States,"El Segundo, California, United States",01-01-2017,16-03-2021,,310000000,7,01-01-2018,26-01-2022,0,7,,,250,No,5,1535,,1486,50,,48,4,,4,13,0,15,No
Axiom Space,Private,Other,United States,"Houston, Texas, United States",01-01-2016,16-02-2021,,150000000,7,15-01-2016,16-02-2021,0,1,,,500,Yes,6,1873,,1859,61,,61,5,,5,15,0,16,No
Locus Robotics,Private,Hardware,United States,"Wilmington, Massachusetts, United States",01-01-2014,17-02-2021,,299000000,6,26-05-2016,14-09-2021,64,8,,,250,No,8,2604,,1937,85,,63,7,,5,21,0,12,No
Standard Cognition,Private,Artificial intelligence,United States,"San Francisco, California, United States",01-01-2017,17-02-2021,,238679194,10,21-08-2017,10-08-2021,39,5,,,250,No,5,1508,,1450,49,,47,4,,3,12,0,17,No
Sentry,Private,Other,United States,"San Francisco, California, United States",01-02-2012,18-02-2021,,127000000,5,09-08-2015,18-02-2021,0,3,,,250,No,10,3305,,2020,108,,66,9,,5,27,0,8,No
Infra.Market,Private,E-commerce & direct-to-consumer,India,"Thane, Maharashtra, India",15-07-2016,25-02-2021,,356584360,11,26-06-2019,10-02-2022,,,,,500,No,5,1686,,960,55,,31,4,,2,14,0,18,No
Skydio,Private,"Supply chain, logistics, & delivery",United States,"Redwood City, California, United States",01-01-2014,25-02-2021,,340000000,8,15-01-2015,04-03-2021,51,8,,,250,No,8,2612,,2240,85,,73,7,,6,21,0,22,No
Newsela,Private,Internet software & services,United States,"New York, New York, United States",01-01-2013,25-02-2021,,172156174,6,09-10-2013,25-02-2021,0,3,,,500,No,9,2977,,2696,97,,88,8,,7,24,0,16,No
Papaya Global,Private,Internet software & services,United States,"New York, New York, United States",01-01-2016,04-03-2021,,444500000,7,15-06-2016,11-09-2021,,,,,500,No,6,1889,,1914,62,,62,5,,5,16,0,14,No
Flutterwave,Private,Fintech,United States,"San Francisco, California, United States",01-01-2016,09-03-2021,,234743837,11,12-05-2016,09-03-2021,,,,,500,Yes,6,1894,,1762,62,,57,5,,4,16,0,18,No
Aqua Security,Private,Cybersecurity,Israel,"Burlington, Massachusetts, United States",01-01-2015,10-03-2021,,265000000,7,08-10-2015,15-11-2021,7,5,,,500,No,7,2260,,2230,74,,73,6,,6,19,0,13,No
Side,Private,Internet software & services,United States,"San Francisco, California, United States",01-01-2017,22-03-2021,,313500000,6,20-01-2017,28-06-2021,1,1,,,500,No,5,1541,,1620,50,,53,4,,4,13,0,19,No
Lattice,Private,Internet software & services,United States,"San Francisco, California, United States",01-10-2015,23-03-2021,,328511845,9,30-09-2015,19-01-2022,0,1,,,,No,6,2000,,2303,65,,75,5,,6,16,0,26,No
Evidation/ Evidation Health,Private,Health,United States,"San Mateo, California, United States",01-01-2012,22-03-2021,,259000000,10,01-08-2012,22-03-2021,1,20,,,500,No,10,3368,,3155,110,,103,9,,8,28,0,7,No
Xingsheng Selected/ Xingsheng Youxuan,Private,E-commerce & direct-to-consumer,China,"Changshahsien, Hunan, China",01-01-2018,22-07-2020,,3894600000,9,17-09-2018,19-02-2021,,,,,10001,Yes,3,933,,886,30,,29,2,,2,8,0,0,No
Notion Labs/ Notion,Private,Internet software & services,United States,"San Francisco, California, United States",01-01-2013,01-04-2020,,3432000000,5,,,,,,,,No,8,2647,,0,87,,0,7,,0,22,0,3,No
Pacaso,Private,Fintech,United States,"San Francisco, California, United States",01-10-2020,24-03-2021,,1467000000,7,01-10-2020,14-09-2021,,,,,250,Yes,1,174,,348,5,,11,0,,0,1,0,29,No
Wise,IPO,Fintech,United Kingdom,"London, England, United Kingdom",01-01-2011,26-01-2015,07-07-2021,1318626708,13,01-08-2011,20-03-2021,0,14,,,5000,No,5,1486,2354,3519,48,77,115,4,6,9,12,19,23,Yes
6Sense,Private,Artificial intelligence,United States,"San Francisco, California, United States",01-01-2013,30-03-2021,,426000000,7,20-05-2014,20-01-2022,10,8,,,1000,No,9,3010,,2802,98,,92,8,,7,25,0,7,No
ABL Space Systems,Private,Other,United States,"El Segundo, California, United States",01-08-2017,25-03-2021,,419000000,4,22-07-2019,25-10-2021,2,0,,,,Yes,4,1332,,826,43,,27,3,,2,11,0,15,No
Alan,Private,Fintech,France,"Paris, Ile-de-France, France",01-02-2016,19-04-2021,,363865594,6,01-03-2016,19-04-2021,0,3,,,,No,6,1904,,1875,62,,61,5,,5,16,0,16,No
Astranis Space Technologies/ Astranis,Private,Mobile & telecommunications,United States,"San Francisco, California, United States",01-01-2015,14-04-2021,,353499998,7,09-01-2016,14-04-2021,3,0,,,250,No,7,2295,,1922,75,,63,6,,5,19,0,23,No
Benchling,Private,Internet software & services,United States,"San Francisco, California, United States",01-01-2012,14-04-2021,,411900000,8,20-02-2014,17-11-2021,,,,,,No,10,3391,,2827,111,,92,9,,7,28,0,20,No
Bitso,Private,Fintech,Mexico,"Mexico City, Distrito Federal, Mexico",04-01-2014,05-05-2021,,378350000,9,01-09-2014,05-05-2021,0,5,,,500,No,8,2678,,2438,88,,80,7,,6,22,0,20,No
Blockchain.com,Private,Fintech,United Kingdom,"London, England, United Kingdom",01-08-2011,17-02-2021,,490000000,7,13-08-2014,24-03-2021,,,,,1000,No,10,3488,,2415,114,,79,9,,6,29,0,12,No
Cameo,Private,Internet software & services,United States,"Chicago, Illinois, United States",01-01-2017,30-03-2021,,165209970,8,28-02-2017,30-03-2021,0,6,,,500,No,5,1549,,1491,50,,49,4,,4,13,0,14,No
Capsule,Private,Health,United States,"New York, New York, United States",01-05-2016,28-04-2021,,570000000,6,14-10-2016,28-04-2021,0,1,,,500,No,5,1823,,1657,59,,54,4,,4,15,0,28,No
ChargeBee Technologies/ Chargebee,Private,Fintech,United States,"San Francisco, California, United States",15-06-2011,20-04-2021,,468170000,8,01-10-2012,01-02-2022,0,4,,,5000,No,10,3597,,3410,118,,112,9,,9,30,0,8,No
Clearco,Private,Fintech,Canada,"Toronto, Ontario, Canada",01-10-2015,20-04-2021,,681535950,5,11-11-2018,08-07-2021,,,,,500,No,6,2028,,970,66,,31,5,,2,17,0,11,No
Clearcover,Private,Fintech,United States,"Chicago, Illinois, United States",01-01-2016,13-04-2021,,304500000,4,19-09-2017,13-04-2021,0,1,,,500,Yes,6,1929,,1302,63,,42,5,,3,16,0,9,No
CRED,Private,Fintech,India,"Bengaluru, Karnataka, India",01-01-2018,06-04-2021,,722205550,8,06-11-2018,19-10-2021,,,,,1000,No,4,1191,,1078,39,,35,3,,2,10,0,11,No
Current,Private,Fintech,United States,"New York, New York, United States",21-06-2015,27-04-2021,,402400000,5,25-10-2017,27-04-2021,1,2,,,,No,6,2137,,1280,70,,42,5,,3,18,0,12,No
Dapper Labs,Private,Fintech,Canada,"Vancouver, British Columbia, Canada",01-02-2018,30-03-2021,,607450000,9,27-02-2018,13-01-2022,6,12,,,250,No,4,1153,,1416,37,,46,3,,3,9,0,8,No
Deel,Private,Fintech,United States,"San Francisco, California, United States",21-08-2018,21-04-2021,,629000000,6,18-03-2019,18-10-2021,0,0,,,500,No,3,974,,945,32,,31,2,,2,8,0,26,No
Degreed,Private,Edtech,United States,"Pleasanton, California, United States",01-03-2012,13-04-2021,,390305796,16,30-11-2012,23-07-2021,0,10,,,1000,Yes,10,3330,,3157,109,,103,9,,8,27,0,22,No
Fetch Rewards,Private,E-commerce & direct-to-consumer,United States,"Madison, Wisconsin, United States",01-01-2013,31-03-2021,,341849943,8,01-01-2014,31-03-2021,0,3,,,1000,No,9,3011,,2646,98,,86,8,,7,25,0,11,No
Getir,Private,E-commerce & direct-to-consumer,Turkey,"Besiktas, Istanbul, Turkey",09-07-2015,26-03-2021,,1025000000,6,01-12-2017,04-06-2021,0,9,,,5000,No,6,2087,,1281,68,,42,5,,3,17,0,31,No
Ginger,M&A,Health,United States,"San Francisco, California, United States",01-01-2011,24-03-2021,25-08-2021,220700000,11,01-01-2011,23-03-2021,21,1,,,500,No,11,3735,154,3734,122,5,122,10,0,10,31,1,3,Yes
Gorillas,Private,E-commerce & direct-to-consumer,Germany,"Berlin, Berlin, Germany",01-05-2020,25-03-2021,,1335415310,5,12-08-2020,24-09-2021,0,1,,,5000,No,1,328,,408,10,,13,0,,1,3,0,10,No
Groww,Private,Fintech,India,"Bengaluru, Karnataka, India",01-01-2016,07-04-2021,,393262674,6,09-07-2018,24-10-2021,,,,,1000,No,6,1923,,1203,63,,39,5,,3,16,0,19,No
Hive,Private,Artificial intelligence,United States,"San Francisco, California, United States",01-01-2013,21-04-2021,,120700000,5,15-12-2014,21-04-2021,0,2,,,250,No,9,3032,,2319,99,,76,8,,6,25,0,21,No
HoneyBook,Private,Internet software & services,United States,"San Francisco, California, United States",01-05-2013,04-05-2021,,498000000,9,22-09-2014,03-11-2021,0,6,,,250,No,9,2925,,2599,96,,85,8,,7,24,0,13,No
J&T Express,Private,"Supply chain, logistics, & delivery",Indonesia,"Jakarta, Jakarta Raya, Indonesia",01-08-2015,07-04-2021,,4700000000,4,01-08-2017,24-11-2021,,,,,10001,Yes,6,2076,,1576,68,,51,5,,4,17,0,18,No
Komodo Health,Private,Health,United States,"San Francisco, California, United States",01-01-2014,22-05-2020,,314000000,6,03-03-2015,22-03-2021,0,2,,,500,No,7,2333,,2211,76,,72,6,,6,19,0,14,No
KRY,Private,Health,Sweden,"Stockholm, Stockholms Lan, Sweden",01-01-2015,27-04-2021,,568568065,6,17-08-2016,27-04-2021,0,7,,,1000,No,7,2308,,1714,75,,56,6,,4,19,0,17,No
Meesho,Private,Internet software & services,India,"Bangalore, Karnataka, India",01-01-2015,05-04-2021,,1085200000,11,15-01-2016,20-10-2021,,,,,5000,Yes,7,2286,,2105,75,,69,6,,5,19,0,7,No
Misfits Market,Private,E-commerce & direct-to-consumer,United States,"Pennsauken, New Jersey, United States",01-01-2018,21-04-2021,,526500000,4,11-06-2019,14-09-2021,0,3,,,250,No,4,1206,,826,39,,27,3,,2,10,0,22,No
MOLOCO,Private,Artificial intelligence,United States,"Redwood City, California, United States",01-01-2013,29-04-2021,,191568746,6,01-06-2014,17-08-2021,1,1,,,250,No,9,3040,,2634,99,,86,8,,7,25,0,19,No
Mux,Private,Internet software & services,United States,"San Francisco, California, United States",01-01-2015,30-04-2021,,173920000,8,01-01-2015,01-05-2021,3,2,,,250,No,7,2311,,2312,75,,76,6,,6,19,0,7,No
Orca Security,Private,Cybersecurity,Israel,"Los Angeles, California, United States",01-01-2019,23-03-2021,,632000000,5,12-06-2019,05-10-2021,0,3,,,500,No,3,812,,846,26,,27,2,,2,7,0,16,No
Outschool,Private,Edtech,United States,"San Francisco, California, United States",01-01-2015,14-04-2021,,240220000,6,22-05-2016,14-10-2021,0,4,,,250,Yes,7,2295,,1971,75,,64,6,,5,19,0,25,No
Paxos,Private,Fintech,United States,"New York, New York, United States",01-01-2012,29-04-2021,,538477868,5,11-11-2013,20-01-2022,,,,,250,No,10,3406,,2992,111,,98,9,,8,28,0,12,No
Pilot.com/ Pilot,Private,Fintech,United States,"San Francisco, California, United States",01-01-2016,26-03-2021,,161300000,4,28-02-2017,26-03-2021,0,3,,,250,No,6,1911,,1487,62,,48,5,,4,16,0,8,No
Ramp Financial/ Ramp,Private,Fintech,United States,"New York, New York, United States",01-03-2019,29-03-2021,,810000000,7,01-08-2019,02-02-2022,0,0,,,250,Yes,3,759,,916,24,,30,2,,2,6,0,16,No
Rec Room,Private,Internet software & services,United States,"Seattle, Washington, United States",01-04-2016,23-03-2021,,294000000,8,09-09-2016,20-12-2021,5,4,,,250,No,5,1817,,1928,59,,63,4,,5,15,0,10,No
Rightway,Private,Health,United States,"New York, New York, United States",01-01-2017,30-03-2021,,130000000,4,09-11-2017,30-03-2021,0,1,,,250,No,5,1549,,1237,50,,40,4,,3,13,0,10,No
SambaNova Systems,Private,Data management & analytics,United States,"Palo Alto, California, United States",01-01-2017,13-04-2021,,1141254686,6,08-11-2017,13-04-2021,8,1,,,500,No,5,1563,,1252,51,,41,4,,3,13,0,22,No
Sendbird,Private,Mobile & telecommunications,United States,"San Mateo, California, United States",03-02-2013,06-04-2021,,220720000,8,19-03-2014,17-08-2021,1,3,,,250,No,9,2984,,2708,98,,88,8,,7,25,0,21,No
ShareChat,Private,Internet software & services,India,"Bangalore, Karnataka, India",01-01-2015,08-04-2021,,1336889252,13,05-03-2015,10-02-2022,,,,,1000,No,7,2289,,2534,75,,83,6,,6,19,0,31,No
Sift,Private,Artificial intelligence,United States,"San Francisco, California, United States",01-06-2011,22-04-2021,,156500000,7,01-09-2011,05-02-2022,24,3,,,250,No,10,3613,,3810,118,,125,9,,10,30,0,25,No
Signifyd,Private,Fintech,United States,"San Jose, California, United States",01-08-2011,15-04-2021,,390000000,6,19-12-2012,15-04-2021,0,2,,,500,No,10,3545,,3039,116,,99,9,,8,29,0,9,No
Skims,Private,E-commerce & direct-to-consumer,United States,"Culver City, California, United States",01-01-2019,09-04-2021,,399000000,3,01-01-2019,27-01-2022,2,8,,,500,No,3,829,,1122,27,,36,2,,3,7,0,25,No
Sysdig,Private,Cybersecurity,United States,"San Francisco, California, United States",01-01-2013,28-04-2021,,729500000,8,30-06-2013,15-12-2021,12,11,,,500,Yes,9,3039,,3090,99,,101,8,,8,25,0,16,No
Tonal,Private,E-commerce & direct-to-consumer,United States,"San Francisco, California, United States",01-01-2015,31-03-2021,,450000000,6,15-10-2015,31-03-2021,17,4,,,500,No,7,2281,,1994,74,,65,6,,5,19,0,18,No
Urban Company,Private,E-commerce & direct-to-consumer,India,"Gurgaon, Haryana, India",10-11-2014,27-04-2021,,445920356,12,16-04-2015,02-06-2021,,,,,5000,No,7,2360,,2239,77,,73,6,,6,19,0,34,No
Vectra Networks/ Vectra,Private,Artificial intelligence,United States,"San Jose, California, United States",01-01-2011,29-04-2021,,352540000,9,01-01-2010,29-04-2021,15,6,,,500,No,11,3771,,4136,123,,135,10,,11,31,0,6,No
Yuanqi Senlin/ Genki Forest,Private,Consumer & retail,China,"Beijing, Beijing, China",01-01-2016,01-03-2020,,21309542,4,08-03-2019,30-03-2021,0,9,,,250,No,5,1521,,753,50,,24,4,,2,13,0,25,No
Yunxuetang,Private,Edtech,China,"Suzhou, Jiangsu, China",01-01-2011,29-03-2021,,389035685,8,01-01-2013,29-03-2021,,,,,1000,No,11,3740,,3009,122,,98,10,,8,31,0,24,No
Plaid Technologies/ Plaid,Private,Fintech,United States,"San Francisco, California, United States",01-01-2013,11-12-2018,,734300000,7,19-09-2013,25-08-2021,21,9,,,1000,Yes,6,2170,,2897,71,,95,5,,7,18,0,18,No
Plume/ Plume Design,Private,Internet software & services,United States,"Palo Alto, California, United States",01-01-2015,23-02-2021,,747357341,7,01-09-2015,12-10-2021,55,37,,,500,No,7,2245,,2233,73,,73,6,,6,18,0,10,No
Public/ Public.com,Private,Fintech,United States,"New York, New York, United States",01-09-2019,17-02-2021,,308500000,7,18-09-2018,06-12-2021,0,0,,,250,No,2,535,,1175,17,,38,1,,3,4,0,28,No
The Zebra,Private,E-commerce & direct-to-consumer,United States,"Austin, Texas, United States",01-01-2012,12-04-2021,,256525063,8,10-02-2012,12-04-2021,3,5,,,500,No,10,3389,,3349,111,,110,9,,9,28,0,21,No
Ada Support/ Ada,Private,Artificial intelligence,Canada,"Toronto, Ontario, Canada",01-01-2016,07-05-2021,,190620620,7,27-05-2014,07-05-2021,0,3,,,250,No,6,1953,,2537,64,,83,5,,6,16,0,3,No
Amount,Private,Fintech,United States,"Chicago, Illinois, United States",01-01-2019,17-05-2021,,243000000,3,17-05-2020,17-05-2021,0,3,,,500,No,3,867,,365,28,,12,2,,1,7,0,17,No
ASAPP,Private,Artificial intelligence,United States,"New York, New York, United States",01-01-2014,19-05-2021,,380000000,4,01-08-2015,19-05-2021,37,13,,,500,No,8,2695,,2118,88,,69,7,,5,22,0,14,No
Back Market,Private,E-commerce & direct-to-consumer,France,"Paris, Ile-de-France, France",01-01-2014,18-05-2021,,1021016229,5,03-05-2017,11-01-2022,,,,,1000,No,8,2694,,1714,88,,56,7,,4,22,0,19,No
Bowery Farming,Private,Other,United States,"New York, New York, United States",01-01-2014,25-05-2021,,938229584,8,28-09-2015,12-01-2022,1,3,,,500,No,8,2701,,2298,88,,75,7,,6,22,0,29,No
CircleCI,Private,Internet software & services,United States,"San Francisco, California, United States",01-01-2011,11-05-2021,,315000000,11,01-04-2012,01-10-2021,0,4,,,1000,No,11,3783,,3470,124,,114,10,,9,31,0,5,No
Cognite,Private,Data management & analytics,Norway,"Lysaker, Akershus, Norway",05-01-2017,19-05-2021,,338205015,4,12-06-2020,02-02-2022,0,5,,,1000,No,5,1595,,600,52,,19,4,,1,13,0,14,No
ContentSquare,Private,Internet software & services,France,"Paris, Ile-de-France, France",01-01-2012,25-05-2021,,812000000,5,18-10-2016,25-05-2021,2,4,,,1000,No,10,3432,,1680,112,,55,9,,4,28,0,25,No
Diamond Foundry,Private,Other,United States,"San Francisco, California, United States",01-01-2012,29-03-2021,,352699992,5,04-10-2012,29-03-2021,1,1,,,250,No,10,3375,,3098,110,,101,9,,8,28,0,10,No
Extend,Private,Fintech,United States,"New York, New York, United States",01-04-2017,18-05-2021,,54000000,3,24-04-2018,22-07-2021,0,0,,,100,No,5,1508,,1185,49,,38,4,,3,12,0,12,No
Groq,Private,Artificial intelligence,United States,"Mountain View, California, United States",01-01-2016,14-04-2021,,362275554,6,21-04-2017,14-04-2021,34,1,,,250,No,6,1930,,1454,63,,47,5,,3,16,0,12,No
Handshake,Private,Internet software & services,United States,"San Francisco, California, United States",01-01-2013,12-05-2021,,23500000,6,20-11-2012,19-12-2016,0,2,,,100,No,9,3053,,1490,100,,48,8,,4,25,0,8,No
Inari,Private,Other,United States,"Cambridge, Massachusetts, United States",01-01-2016,12-05-2021,,382000000,4,09-08-2018,12-05-2021,12,9,,,250,No,6,1958,,1007,64,,33,5,,2,16,0,27,No
Loom,Private,Internet software & services,United States,"San Francisco, California, United States",01-09-2016,20-05-2021,,203550000,7,22-03-2012,20-05-2021,3,1,,,250,Yes,5,1722,,3346,56,,109,4,,9,14,0,25,No
MasterClass,Private,Edtech,United States,"San Francisco, California, United States",01-01-2012,13-05-2021,,461400000,10,23-02-2013,01-07-2021,0,1,,,500,No,10,3420,,3050,112,,100,9,,8,28,0,19,No
Moglix,Private,E-commerce & direct-to-consumer,Singapore,"Singapore, Central Region, Singapore",01-01-2015,17-05-2021,,471208452,8,30-10-2015,27-01-2022,,,,,1000,No,7,2328,,2281,76,,74,6,,6,19,0,3,No
Pipe,Private,Fintech,United States,"Miami, Florida, United States",01-08-2019,19-05-2021,,316000000,4,25-02-2020,31-03-2021,,,,,50,No,2,657,,400,21,,13,1,,1,5,0,0,No
Printful,Private,Other,United States,"Charlotte, North Carolina, United States",16-07-2013,24-05-2021,,130000000,1,24-05-2021,24-05-2021,,,,,5000,No,8,2869,,0,94,,0,7,,0,24,0,4,No
ReCharge,Private,Fintech,United States,"Santa Monica, California, United States",01-01-2014,06-05-2021,,277000000,2,01-01-2020,06-05-2021,,,,,500,No,8,2682,,491,88,,16,7,,1,22,0,6,No
SaltPay,Private,Fintech,United Kingdom,"London, England, United Kingdom",01-01-2019,23-04-2021,,1090000000,4,10-01-2020,15-11-2021,,,,,1000,No,3,843,,675,27,,22,2,,1,7,0,22,No
Snapdocs,Private,Fintech,United States,"San Francisco, California, United States",01-01-2012,25-05-2021,,253000054,6,25-03-2014,25-05-2021,1,9,,,250,No,10,3432,,2618,112,,86,9,,7,28,0,13,No
SpotOn,Private,Fintech,United States,"San Francisco, California, United States",01-01-2017,26-05-2021,,628000000,7,01-04-2017,13-09-2021,0,5,,,5000,No,5,1606,,1626,52,,53,4,,4,13,0,16,No
Sunbit,Private,Fintech,United States,"Los Angeles, California, United States",01-01-2016,20-05-2021,,209970000,7,01-01-2016,20-05-2021,1,7,,,250,No,6,1966,,1966,64,,64,5,,5,16,0,14,No
